file_name,transcription
378-6.mp3,  W e   w i l l   m e n t i o n   t h i s   i n   t h e   c o n s e n t   d e p a r t m e n t   a n d   t h e n   m o v e   f o r w a r d .   A n d   t h e n   w e   w i l l   g i v e   y o u   t h e   a n s w e r .   T h a n k   y o u   f o r   y o u r   t i m e .   H a v e   a   n i c e   d a y .   T h a n k   y o u .
379-1.mp3,"  H e l l o   S i r ,   I   a m   A n k i t   f r o m   t h e   D e p a r t m e n t   o f   A d m i n i s t r a t i v e ,   R e f o r m s   a n d   P u b l i c   G r i e v a n c e s .   M y   n a m e   i s   N a r i s h   f r o m   K a b r a   J i .   Y o u   h a d   d o n e   a   g r i e v a n c e   o n   1 2 t h   A u g u s t   2 0 0 3   o n   a   5 0   g r a m   b o t t l e .   Y o u   h a d   d o n e   a   g r i e v a n c e   o n   c o n s u m e r   a f f a i r s .   I   a m   a   c o n s u m e r   o f   f a i t h .   H e l l o   s i r ,   d o   y o u   k n o w   t h a t   Y e s ,   I   k n o w   s i r .   I   g e t   5 - 6   c a l l s   a   d a y   a n d   n o t h i n g   h a s   h a p p e n e d ."
379-2.mp3,"  S i r ,   I   h a v e   p u t   i n   3 - 4   t i m e s   o f   l a t e .   W h a t   w i l l   h a p p e n   t o   i t ?   Y o u   h a v e   f i l e d   a   c o m p l a i n t   3 - 4   t i m e s   a n d   a f t e r   t h a t   y o u   h a v e   n o   i n t e r e s t   o n   i t .   N o t h i n g   i s   h a p p e n i n g .   N o ,   n o ,   n o .   I f   h e   c o m e s   b a c k   a f t e r   o n e   y e a r ,   I   w i l l   a s k   h i m   f o r   m o n e y .   I f   h e   g i v e s   m e   m o n e y ,   t h e n   i t   w i l l   w o r k .   O t h e r w i s e ,   I   w i l l   p u t   i n   1   m i n u t e   a n d   i t   w i l l   n e v e r   w o r k .   H e   i s   a s k i n g   f o r   y o u r   m o n e y .   H e   i s   a s k i n g   f o r   y o u r   m o n e y .   H e   i s   a s k i n g   f o r   y o u r   m o n e y .   H e   i s   a s k i n g   f o r   y o u r   m o n e y ."
379-3.mp3,"  I   w i l l   c o m e   a n d   s h a r e   t h e   f e e d b a c k   t h a t   y o u   a r e   a s k i n g   f o r   m o n e y   t h r o u g h   S i r .   Y e s ,   b e c a u s e   t h e   m e t e r   t h a t   I   h a v e   g o t   n e w ,   i t   w a s   r e a d i n g   e a r l i e r   8   a n d   n o w   1 3 . 1 4 .   T h e y   s e n t   t h e   b i l l   a c c o r d i n g   t o   t h e   t r a n s f e r   u n i t .   T h e y   s e n t   t h e   b i l l .   A c c o r d i n g   t o   t h e   t r a n s f e r   u n i t .   Y e s .   W h e r e   d o e s   t h e   t r a n s f e r   u n i t   g o   s i r ?   N o ,   n o ,   I   a m   t a l k i n g   t o   y o u .   I n   t h e   l a s t   t w o   a n d   a   h a l f   m o n t h s ,   1 3   u n i t s   w e r e   s o l d .   T h e   o l d   p e o p l e   m a d e   a   b i l l   w i t h   t h e i r   o w n   m o n e y   a n d   t i e d   t h e   t r a c e r   g o o d s ."
379-4.mp3,"  I   a m   m e n t i o n i n g   t h a t   y o u   h a v e   d o n e   1 3   m i n u t e s   a n d   t h e y   h a v e   d o n e   7 5   m i n u t e s .   7 5   m i n u t e s .   7 5   m i n u t e s .   T h a n k   y o u .   T h a n k   y o u .   I   h a v e   m e n t i o n e d   t h a t   I   r e q u e s t   y o u   f o r   a n y   k i n d   o f   c o m p e n s a t i o n   b e c a u s e   t h e   p a r t i c u l a r   c o m p l a i n t   y o u   f i l e   f o r   N R E F ,   t h e y   f i l e   f o r   c o m p e n s a t i o n .   T h e y   h a v e   k e p t   t h e   m o n e y   i n   n e e d   a n d   t h e   c o m p l a i n t   h a s   n o t   b e e n   s o l v e d .   Y e s ,   s i r .   Y e s ,   s i r .   I   w o u l d   l i k e   t o   s a y   t h a t   i t   i s   g o o d   t h a t   i t   c a m e   o u t   q u i c k l y   b e c a u s e   w e   a r e   a l s o   f r e e   f r o m   t h o s e   t h i n g s .   T h e   k n o w l e d g e   c a m e   f r o m   t h e r e ,   i t   w a s   a   p r o b l e m   i n   o n e   p l a c e ."
379-5.mp3,"  S o ,   w o u l d   y o u   l i k e   t o   g i v e   a n y   a d v i c e   t o   t h e   d e p a r t m e n t ?   W h a t   I   w o u l d   l i k e   t o   g i v e   i s   t h a t   w e   w o u l d   l i k e   t o   m a k e   s u r e   t h a t   t h e   p u b l i c   i s   n o t   d i s t u r b e d .   I f   y o u   w a n t   t o   c h e c k   t h e   m e t e r ,   t h e n   s e n d   t h e   r e a d i n g   t o   t h e   g e n e r a l .   D o n ' t   s e n d   i t   i n   a   h u r r y .   D o n ' t   s e n d   i t   i n   a   h u r r y .   L i k e   y o u   a r e   d i s t u r b i n g   p e o p l e .   Y e s ,   t h e r e   s h o u l d   b e   n o   h a r m   t o   a n y o n e .   T h e r e   i s   n o   h a r m   t o   a n y o n e .   T h e r e   i s   n o   d i s t u r b a n c e   t o   a n y o n e .   Y o u   k n o w   t h a t   t h e r e   i s   n o   h a r m   t o   a n y o n e .   S o ,   b r i n g   a   l i t t l e   m o r e   w a t e r .   T h e   g o v e r n m e n t   h a s   a l r e a d y   f i l l e d   t h e   w a t e r .   A f t e r   t h a t ,   i f   a   l o t   o f   w o r k   g o i n g   o n .   S o ,   i f   y o u   g e t   a   b i l l   f o r   a   s m a l l   a m o u n t ,   t e l l   m e .   T h e   g o v e r n m e n t   h a s   a l r e a d y   f i l l e d   t h e   w a t e r .   A f t e r   t h a t ,   i f   a   b i l l   i s   m a d e   f o r   a   s m a l l   a m o u n t ,   t h e n   y o u   t h i n k ,   i f   I   a m   t h e r e ,"
379-6.mp3,"  N o ,   n o ,   s i r .   I   a g r e e   w i t h   y o u .   I f   i t   w a s   y o u r   p l a c e ,   t h e n   I   w o u l d   h a v e . . .   S i r ,   y o u   a r e   t h e   o n e   w h o   a s k s   f o r   a   w a y   a n d   n o   o n e   s h o u l d   b e   b o t h e r e d .   A b s o l u t e l y ,   s i r .   N o   o n e   s h o u l d   f a c e   a n y   p r o b l e m .   S o ,   t h i s   f e e d b a c k   t h a t   i s   b e i n g   s h a r e d   t o   y o u ,   s o   y o u ,   s i r ,   i f   t h e r e   i s   n o   a g r e e m e n t   y e t ,   w o u l d   y o u   l i k e   t o   c a l l   i t   a   p o o r   o r   a n   a v e r a g e ?   P l e a s e   e x p l a i n   i t   t o   m e   i n   H i n d i .   S i r ,   p o o r   m e a n s   t h e r e   i s   n o   a g r e e m e n t   w i t h   t h e   a g r e e m e n t .   I   d o n ' t   k n o w   w h a t   y o u   m e a n   b y   t h a t ."
380-1.mp3,"  H e l l o ,   I   a m   f r o m   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m s   a n d   P u b l i c   G r i e v a n c e s .   I   a m   t a l k i n g   t o   N i l e s h   f r o m   S i d d h a r t h .   W h a t   i s   m y   q u e s t i o n ?   I   a m   t a l k i n g   t o   K h u s h b o o   D e v i   J i .   Y e s ,   t e l l   m e .   I   a m   c a l l i n g   f r o m   P a n k a j   K u m a r .   S i r ,   d o   y o u   k n o w   K h u s h b o o   D e v i   J i ?   Y e s ,   t e l l   m e .   O n   1 9 t h   S e p t e m b e r   2 0 1 3 ,   s h e   f i l e d   a   c o m p l a i n t   i n   D e p a r t m e n t   o f   F i n a n c i a l   S e r v i c e s   t h a t   t h e   s e r v i c e s ."
380-2.mp3,"  S i r ,   h a v e   y o u   r e c e i v e d   t h e   r e p o r t ?   Y e s ,   s i r .   I   h a v e   r e c e i v e d   t h e   r e p o r t .   A r e   y o u   s a t i s f i e d ?   Y e s ,   I   a m   s a t i s f i e d .   S i r ,   w h a t   i s   t h e   r a t i n g ?   V e r y   g o o d ,   e x c e l l e n t .   G o o d .   T h a n k   y o u ,   s i r .   D o   y o u   w a n t   t o   g i v e   a n y   f u r t h e r   f e e d b a c k ?   N o .   T h a n k   y o u ,   s i r .   Y o u r   f e e d b a c k   h a s   b e e n   r e c e i v e d .   I t   w i l l   b e   f o r w a r d e d   t o   t h e   c o u n c i l   d e p a r t m e n t .   T h a n k   y o u   f o r   g i v i n g   y o u r   v a l u a b l e   t i m e .   H a v e   a   g o o d   d a y .   Y o u   t o o ."
381-1.mp3,"  H e l l o   S i r ,   I   a m   t a l k i n g   t o   y o u   f r o m   N e w   D e l h i   f r o m   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m s   a n d   P u b l i c   R e v a n c e s .   C a n   I   s p e a k   t o   J u s t i c e   S i n g h   J i ?   Y e s .   J u s t i c e   S i n g h   J i ,   y o u   h a v e   b e e n   c o m p l a i n e d   b y   C P   G r a m   P o r t a l   t h r o u g h   M i n i s t r y   o f   E x t e r n a l   A f f a i r s .   Y o u   l o d g e d   a   c o m p l a i n t   o n   2 5 t h   J u l y ,   2 0 1 3 .   Y o u r   c o m p l a i n t   i s   0   0 0 0 5 7 2 2 .   T o   k n o w   y o u r   s a t i s f a c t i o n   l e v e l   r e g a r d i n g   t h i s ,   y o u   h a v e   t o   g o   t o   t h e   S w a r g a   d e p a r t m e n t ."
381-2.mp3,"  W e   w a n t   t o   k n o w   f r o m   y o u   s i r ,   t h e   a n s w e r   t o   y o u r   c o m p l a i n t   f r o m   t h e   d e p a r t m e n t ,   h a v e   y o u   c h e c k e d   t h a t   a n s w e r ?   I   d o n ' t   h a v e   c l o s u r e   c o m p l a i n t .   Y e s   s i r .   I   d o n ' t   h a v e   c l o s u r e   c o m p l a i n t .   S i r ,   a s   y o u   h a v e n ' t   c h e c k e d ,   w o u l d   y o u   l i k e   t o   k n o w   w h a t   r e p l y   a n d   r e g u l a t i o n   y o u   h a v e   b e e n   g i v e n   b y   t h e   d e p a r t m e n t ?   Y e s .   S i r ,   I   a m   t e l l i n g   y o u   t h a t   t h e   r e p l y   y o u   h a v e   b e e n   g i v e n   i s . . ."
381-3.mp3,"  T h e   a p p l i c a t i o n   i s   a d v i s e d   t o   s e e   t h e   p u b l i c   r e l a t i o n s   o f f i c e r   R a n j i t   A v e n u e ,   a m b a s s a d o r   a l o n g   w i t h   a l l   d o c u m e n t s   o n   a n y   w o r k i n g   d a y s   i n   t h e   r e g a r d .   C a n   y o u   g i v e   a   r e p l y ?   I   h a v e   c o m p l e t e d   t h e   w o r k   b e f o r e   t h a t .   Y o u   c a n   g i v e   a   r e p l y   t o   t h e   p u b l i c   r e l a t i o n s   o f f i c e r   o n   a n y   w o r k i n g   d a y s   i n   t h e   r e g a r d .   C a n   y o u   g i v e   a   r e p l y   t o   t h e   p u b l i c   r e l a t i o n s   o f f i c e r   o n   a n y   w o r k i n g   d a y s   i n   t h e   r e g a r d ?"
381-4.mp3,"  A r e   y o u   s a t i s f i e d   w i t h   t h e   r e p l y   g i v e n   b y   t h e   d e p a r t m e n t ?   A r e   y o u   p a r t i a l l y   s a t i s f i e d   o r   n o t   s a t i s f i e d ?   I   a m   s a t i s f i e d .   T h a n k   y o u   s i r .   R e g a r d i n g   b e i n g   s a t i s f i e d ,   w h a t   r a t i n g   l e v e l   w o u l d   y o u   l i k e   t o   g i v e ?   B o t h   w o u l d   s a y   v e r y   g o o d   o r   e x c e l l e n t ?   E x c e l l e n t .   T h a n k   y o u   s o   m u c h   s i r .   T h e   r a t i n g   l e v e l   g i v e n   b y   y o u   h a s   b e e n   m e n t i o n e d   a n d   t h e   c o u n c i l   h a s   a l r e a d y   b e e n   c o v e r e d .   I s   t h e r e   a n y   o t h e r   s u g g e s t i o n   y o u   w o u l d   l i k e   t o   g i v e   t o   o u r   d e p a r t m e n t ?   N o ,   n o t h i n g   e l s e .   T h a n k   y o u ."
382-1.mp3,"  N a m a s k a r ,   I   a m   f r o m   D e p a r t m e n t   o f   A d m i n i s t r a t i ve   R e f o r m s   a n d   P u b l i c   G r i e v a n c e s .   C a n   I   s p e a k   t o   M r .   P r a v e e n   K h a n n a ?   Y e s ,   I   a m   s p e a k i n g   t o   y o u .   I   w o u l d   l i k e   t o   k n o w   t h e   s a t i s f a c t i o n   l e v e l   o f   t h e   J E E   f o r   2 6 2 .   I   w o u l d   l i k e   t o   k n o w   t h e   s a t i s f a c t i o n   l e v e l   o f   t h e   X 2 .   I   w o u l d   l i k e   t o   k n o w   t h e   a n s w e r   t o   s o m e   o f   t h e   q u e s t i o n s .   H o w   d i d   I   h e a r   y o u ?"
382-2.mp3,  I   h a v e   n o t   c h e c k e d   y o u r   q u e s t i o n .   I   h a v e   b r o u g h t   i t   f r o m   t h e   w e b s i t e   b u t   I   h a v e   n o t   c h e c k e d   i t   y e t .   D o   y o u   w a n t   t o   k n o w   w h a t   a n s w e r   i s   g i v e n ?   S h a l l   I   t e l l   y o u ?   Y e s .   T h e   a n s w e r   i s   b e i n g   c h e c k e d   a n d   g i v e n .   T h a n k   y o u   f o r   b e i n g   o n   t h e   l i n e .
382-3.mp3,  t a k e n   r e p o r t   i n   t h i s   m a t t e r   i n   i n   t h e   s a i d   m a t t e r   u h   f o r   t h e   r e a s o n   i s   i n   t h e   m a t t e r   w i l l   b e   t a k e n   a s   s o o n   a s   r e p l y   i s   r e c e i v e d   f r o m   t h e   s o c i e t y   o k a y   s a t i s f i e d
382-4.mp3,"  T h a n k   y o u   s i r .   A n y   o t h e r   s u g g e s t i o n   t o   t h e   d e p a r t m e n t ?   N o ,   I   h a v e   n o t   c o m e   t o   y o u r   s i t e   y e t .   I   h a v e   n o t   a p p l i e d   f o r   t h e   a p p l i c a t i o n   y e t .   S o r r y   s i r .   I   w i l l   a p o l o g i z e   f o r   y o u r   i m p u d e n c e .   T h i s   i s   y o u r   f e e d b a c k .   T h e   d e p a r t m e n t   w i l l   h e l p   y o u   i n   t h e   f u t u r e .   W e   w i l l   h e l p   y o u   w i t h   t h e   m i s s i o n   t r a n s f e r .   O k a y .   H e l l o .   H e l l o .   H e l l o ."
382-5.mp3,"  H e l l o ,   t h i s   r e p l y   y o u   h a v e   s e n t   i s   a   c o p y   o f   t h e   s o c i e t y ?   Y e s ,   t h i s   h a s   b e e n   s e n t   t o   y o u   f o r   t h e   s o c i e t y .   I t   h a s   b e e n   s e n t   t o   t h e   s o c i e t y .   O k a y   s i r .   T h a n k   y o u   s i r .   T h a n k   y o u   f o r   g i v i n g   m e   t h e   v a l u e ."
383-1.mp3,"  H e l l o ,   I   a m   f r o m   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m s   a n d   P u b l i c   S u r v e i l l a n c e .   S i r ,   y o u   h a v e   l a u n c h e d   a   s u r v e y   r e l a t e d   t o   D e p a r t m e n t   o f   P e n s i o n s .   Y o u   h a v e   f i l e d   a   c o m p l a i n t   r e g a r d i n g   P e n s i o n s .   Y e s   S i r .   F o r   t h a t ,   y o u   h a v e   f i l e d   a   s u r v e y .   Y o u r   s u r v e y   n u m b e r   i s   0 0 3 1   8 9 9 .   W h i c h   y o u   h a v e   s e a r c h e d   f o r   t h e   A j a a n   J a i n   L a d a k h .   Y e s   s i r .   T h e   l i s t   o f   A j a a n   J a i n   L a d a k h   i s"
383-2.mp3,"  H a v e   y o u   c h e c k e d   t h e   s o l u t i o n ?   A r e   y o u   s a t i s f i e d   w i t h   t h e   s o l u t i o n   o r   n o t ?   I   a m   s a t i s f i e d   w i t h   t h e   s o l u t i o n .   W h a t   d e p a r t m e n t   w o u l d   y o u   l i k e   t o   g i v e   t h e   r a t i n g ?   O n e   i s   p o o r ,   t w o   a v e r a g e ,   t h r e e   g o o d ,   f o u r   v e r y   g o o d ,   f i v e   e x c e l l e n t .   V e r y   g o o d   s i r ,   e x c e l l e n t .   T h a n k   y o u   s o   m u c h   s i r .   W o u l d   y o u   l i k e   t o   g i v e   a n y   o t h e r   f e e d b a c k   f r o m   y o u r   s i d e ?   N o   s i r ,   t h a n k   y o u .   W e   w i l l   g i v e   y o u r   f e e d b a c k .   T h a n k   y o u   f o r   g i v i n g   s u c h   t i m e   s i r .   H a v e   a   g o o d   d a y .   T h a n k   y o u   s i r ."
384-1.mp3,"  H e l l o   H e l l o ,   I   a m   s p e a k i n g   f r o m   D e p a r t m e n t   o f   A d m i n i s t r a t i v e ,   R e f e r e n c e   a n d   P u b l i c   D e s i g n s ,   H u m a .   C a n   y o u   h e a r   m e ?   Y e s ,   w h o   a r e   y o u   s p e a k i n g   t o ?   I   a m   s p e a k i n g   f r o m   P r a c h a s h n i k   S u d h a a r ,   L o k   S i k a i y a a t   D e p a r t m e n t ,   D e l h i .   T h e   f e e d b a c k   o f   t h e   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m s   a n d   P u b l i c   E x a m i n a t i o n s   w a s   n o t   g o o d ."
384-2.mp3,"  S i r ,   I   a m   t r y i n g   t o   u n d e r s t a n d   w h y   y o u   a r e   n o t   a b l e   t o   s o l v e   t h e   p r o b l e m .   W h a t   p r o b l e m ?   Y o u   s t a y   o n   l i n e .   I   w i l l   c h e c k   a n d   t e l l   y o u   w h a t   y o u r   c o m p l a i n t   i s .   S i r ,   y o u r   c o m p l a i n t   i s   t h a t   y o u   a r e   n o t   a b l e   t o   s o l v e   t h e   p r o b l e m .   T h a n k   y o u ."
